Микро_Зона_ID;Координата_Старт;Координата_Конец;Родительский_3D_Узел;Букв_в_куске;Масса_Куска_(kDa);GC_Состав_%
Zone_3030;52991080;52992101;Node_7;1021;314.682;39.5
Zone_3031;52992101;52993122;Node_7;1021;315.794;32.5
Zone_3032;52993122;52994143;Node_7;1021;314.071;39.3
Zone_3033;52994143;52995164;Node_7;1021;315.574;42.1
Zone_3034;52995164;52996185;Node_7;1021;314.148;52.0
Zone_3035;52996185;52997206;Node_7;1021;313.963;41.8
Zone_3036;52997206;52998227;Node_7;1021;314.963;38.4
Zone_3037;52998227;52999248;Node_7;1021;316.117;40.0
Zone_3038;52999248;53000269;Node_7;1021;315.608;37.7
Zone_3039;53000269;53001290;Node_7;1021;316.329;41.0
Zone_3040;53001290;53002311;Node_7;1021;315.146;40.7
Zone_3041;53002311;53003332;Node_7;1021;315.542;37.1
Zone_3042;53003332;53004353;Node_7;1021;314.555;44.6
Zone_3043;53004353;53005374;Node_7;1021;315.542;51.1
Zone_3044;53005374;53006395;Node_7;1021;316.866;43.0
Zone_3045;53006395;53007416;Node_7;1021;315.487;39.1
Zone_3046;53007416;53008437;Node_7;1021;315.78;37.7
Zone_3047;53008437;53009458;Node_7;1021;315.158;39.2
Zone_3048;53009458;53010479;Node_7;1021;315.848;38.7
Zone_3049;53010479;53011500;Node_7;1021;315.327;39.4
Zone_3050;53011500;53012521;Node_7;1021;314.642;41.8
Zone_3051;53012521;53013542;Node_7;1021;315.093;40.3
Zone_3052;53013542;53014563;Node_7;1021;315.061;42.9
Zone_3053;53014563;53015584;Node_7;1021;315.524;40.8
Zone_3054;53015584;53016605;Node_7;1021;313.955;36.4
Zone_3055;53016605;53017626;Node_7;1021;315.967;35.5
Zone_3056;53017626;53018647;Node_7;1021;315.125;40.6
Zone_3057;53018647;53019668;Node_7;1021;314.884;35.5
Zone_3058;53019668;53020689;Node_7;1021;315.104;38.7
Zone_3059;53020689;53021710;Node_7;1021;314.112;47.3
Zone_3060;53021710;53022731;Node_7;1021;314.304;40.0
Zone_3061;53022731;53023752;Node_7;1021;317.151;37.1
Zone_3062;53023752;53024773;Node_7;1021;314.588;39.8
Zone_3063;53024773;53025794;Node_7;1021;311.736;46.9
Zone_3064;53025794;53026815;Node_7;1021;314.556;39.5
Zone_3065;53026815;53027836;Node_7;1021;315.287;45.7
Zone_3066;53027836;53028857;Node_7;1021;315.774;30.8
Zone_3067;53028857;53029878;Node_7;1021;314.947;42.6
Zone_3068;53029878;53030899;Node_7;1021;314.934;43.6
Zone_3069;53030899;53031920;Node_7;1021;314.274;34.3
Zone_3070;53031920;53032941;Node_7;1021;317.345;41.3
Zone_3071;53032941;53033962;Node_7;1021;316.194;36.9
Zone_3072;53033962;53034983;Node_8;1021;317.307;42.3
Zone_3073;53034983;53036004;Node_8;1021;316.959;37.3
Zone_3074;53036004;53037025;Node_8;1021;315.219;28.4
Zone_3075;53037025;53038046;Node_8;1021;315.004;42.6
Zone_3076;53038046;53039067;Node_8;1021;315.602;44.4
Zone_3077;53039067;53040088;Node_8;1021;313.814;42.7
Zone_3078;53040088;53041109;Node_8;1021;313.902;44.6
Zone_3079;53041109;53042130;Node_8;1021;318.777;46.4
Zone_3080;53042130;53043151;Node_8;1021;315.031;37.5
Zone_3081;53043151;53044172;Node_8;1021;315.549;39.2
Zone_3082;53044172;53045193;Node_8;1021;315.091;38.0
Zone_3083;53045193;53046214;Node_8;1021;314.342;36.1
Zone_3084;53046214;53047235;Node_8;1021;314.657;39.9
Zone_3085;53047235;53048256;Node_8;1021;315.375;40.8
Zone_3086;53048256;53049277;Node_8;1021;314.35;42.5
Zone_3087;53049277;53050298;Node_8;1021;315.537;38.4
Zone_3088;53050298;53051319;Node_8;1021;315.921;33.8
Zone_3089;53051319;53052340;Node_8;1021;315.52;36.1
Zone_3090;53052340;53053361;Node_8;1021;316.928;37.6
Zone_3091;53053361;53054382;Node_8;1021;318.913;45.6
Zone_3092;53054382;53055403;Node_8;1021;314.979;42.1
Zone_3093;53055403;53056424;Node_8;1021;315.912;42.0
Zone_3094;53056424;53057445;Node_8;1021;315.49;40.1
Zone_3095;53057445;53058466;Node_8;1021;316.515;36.3
Zone_3096;53058466;53059487;Node_8;1021;315.616;42.9
Zone_3097;53059487;53060508;Node_8;1021;314.461;41.5
Zone_3098;53060508;53061529;Node_8;1021;315.792;48.2
Zone_3099;53061529;53062550;Node_8;1021;317.385;69.1
Zone_3100;53062550;53063571;Node_8;1021;317.103;67.0
Zone_3101;53063571;53064592;Node_8;1021;314.986;53.1
Zone_3102;53064592;53065613;Node_8;1021;314.913;53.2
Zone_3103;53065613;53066634;Node_8;1021;313.821;46.0
Zone_3104;53066634;53067655;Node_8;1021;316.299;55.4
Zone_3105;53067655;53068676;Node_8;1021;315.997;50.1
Zone_3106;53068676;53069697;Node_8;1021;316.697;57.3
Zone_3107;53069697;53070718;Node_8;1021;315.286;62.1
Zone_3108;53070718;53071739;Node_8;1021;316.799;61.0
Zone_3109;53071739;53072760;Node_8;1021;315.087;36.0
Zone_3110;53072760;53073781;Node_8;1021;315.403;45.7
Zone_3111;53073781;53074802;Node_8;1021;315.787;57.4
Zone_3112;53074802;53075823;Node_8;1021;315.437;57.5
Zone_3113;53075823;53076844;Node_8;1021;315.713;55.7
Zone_3114;53076844;53077865;Node_8;1021;315.918;62.8
Zone_3115;53077865;53078886;Node_8;1021;314.569;58.2
Zone_3116;53078886;53079907;Node_8;1021;318.256;59.2
Zone_3117;53079907;53080928;Node_8;1021;315.861;54.5
Zone_3118;53080928;53081949;Node_8;1021;316.039;59.5
Zone_3119;53081949;53082970;Node_8;1021;316.317;53.3
Zone_3120;53082970;53083991;Node_8;1021;319.724;59.2
Zone_3121;53083991;53085012;Node_8;1021;314.155;61.4
Zone_3122;53085012;53086033;Node_8;1021;316.662;58.2
Zone_3123;53086033;53087054;Node_8;1021;316.071;58.4
Zone_3124;53087054;53088075;Node_8;1021;315.315;57.6
Zone_3125;53088075;53089096;Node_8;1021;316.173;58.7
Zone_3126;53089096;53090117;Node_8;1021;315.938;54.7
Zone_3127;53090117;53091138;Node_8;1021;314.95;64.3
Zone_3128;53091138;53092159;Node_8;1021;315.745;57.4
Zone_3129;53092159;53093180;Node_8;1021;314.818;63.2
Zone_3130;53093180;53094201;Node_8;1021;313.51;60.8
Zone_3131;53094201;53095222;Node_8;1021;316.013;63.1
Zone_3132;53095222;53096243;Node_8;1021;310.662;55.9
Zone_3133;53096243;53097264;Node_8;1021;309.429;53.2
Zone_3134;53097264;53098285;Node_8;1021;309.419;54.3
Zone_3135;53098285;53099306;Node_8;1021;309.374;52.7
Zone_3136;53099306;53100327;Node_8;1021;309.021;52.9
Zone_3137;53100327;53101348;Node_8;1021;309.132;54.8
Zone_3138;53101348;53102369;Node_8;1021;311.446;55.9
Zone_3139;53102369;53103390;Node_8;1021;318.418;58.5
Zone_3140;53103390;53104411;Node_8;1021;313.473;51.9
Zone_3141;53104411;53105432;Node_8;1021;315.887;41.1
Zone_3142;53105432;53106453;Node_8;1021;313.762;56.3
Zone_3143;53106453;53107474;Node_8;1021;316.787;43.8
Zone_3144;53107474;53108495;Node_8;1021;314.401;45.2
Zone_3145;53108495;53109516;Node_8;1021;314.741;50.0
Zone_3146;53109516;53110537;Node_8;1021;314.114;57.0
Zone_3147;53110537;53111558;Node_8;1021;317.426;55.6
Zone_3148;53111558;53112579;Node_8;1021;316.489;47.6
Zone_3149;53112579;53113600;Node_8;1021;314.218;55.4
Zone_3150;53113600;53114621;Node_8;1021;314.506;59.7
Zone_3151;53114621;53115642;Node_8;1021;315.416;62.4
Zone_3152;53115642;53116663;Node_8;1021;315.182;55.9
Zone_3153;53116663;53117684;Node_8;1021;317.363;53.5
Zone_3154;53117684;53118705;Node_8;1021;316.489;51.4
Zone_3155;53118705;53119726;Node_8;1021;315.657;48.1
Zone_3156;53119726;53120747;Node_8;1021;314.512;59.3
Zone_3157;53120747;53121768;Node_8;1021;316.607;55.9
Zone_3158;53121768;53122789;Node_8;1021;316.107;60.4
Zone_3159;53122789;53123810;Node_8;1021;315.756;61.4
Zone_3160;53123810;53124831;Node_8;1021;315.394;51.9
Zone_3161;53124831;53125852;Node_8;1021;317.415;51.7
Zone_3162;53125852;53126873;Node_8;1021;315.922;47.5
Zone_3163;53126873;53127894;Node_8;1021;316.281;51.0
Zone_3164;53127894;53128915;Node_8;1021;317.989;53.1
Zone_3165;53128915;53129936;Node_8;1021;315.188;52.4
Zone_3166;53129936;53130957;Node_8;1021;316.499;54.9
Zone_3167;53130957;53131978;Node_8;1021;316.452;48.8
Zone_3168;53131978;53132999;Node_8;1021;319.311;52.4
Zone_3169;53132999;53134020;Node_8;1021;316.783;50.5
Zone_3170;53134020;53135041;Node_8;1021;314.237;48.8
Zone_3171;53135041;53136062;Node_8;1021;315.026;47.9
Zone_3172;53136062;53137083;Node_8;1021;314.16;40.2
Zone_3173;53137083;53138104;Node_8;1021;313.803;42.0
Zone_3174;53138104;53139125;Node_8;1021;313.4;39.3
Zone_3175;53139125;53140146;Node_8;1021;315.181;44.3
Zone_3176;53140146;53141167;Node_8;1021;315.713;44.7
Zone_3177;53141167;53142188;Node_8;1021;312.053;55.7
Zone_3178;53142188;53143209;Node_8;1021;315.991;54.6
Zone_3179;53143209;53144230;Node_8;1021;316.644;50.3
Zone_3180;53144230;53145251;Node_8;1021;314.669;46.2
Zone_3181;53145251;53146272;Node_8;1021;315.795;53.1
Zone_3182;53146272;53147293;Node_8;1021;315.579;51.7
Zone_3183;53147293;53148314;Node_8;1021;314.231;40.3
Zone_3184;53148314;53149335;Node_8;1021;315.696;40.7
Zone_3185;53149335;53150356;Node_8;1021;314.954;39.9
Zone_3186;53150356;53151377;Node_8;1021;315.115;38.0
Zone_3187;53151377;53152398;Node_8;1021;314.364;35.7
Zone_3188;53152398;53153419;Node_8;1021;314.372;35.9
Zone_3189;53153419;53154440;Node_8;1021;315.884;37.9
Zone_3190;53154440;53155461;Node_8;1021;315.313;45.6
Zone_3191;53155461;53156482;Node_8;1021;315.654;46.0
Zone_3192;53156482;53157503;Node_8;1021;313.393;40.7
Zone_3193;53157503;53158524;Node_8;1021;315.685;46.4
Zone_3194;53158524;53159545;Node_8;1021;315.376;40.6
Zone_3195;53159545;53160566;Node_8;1021;315.423;42.9
Zone_3196;53160566;53161587;Node_8;1021;316.468;45.0
Zone_3197;53161587;53162608;Node_8;1021;315.738;41.4
Zone_3198;53162608;53163629;Node_8;1021;315.418;41.0
Zone_3199;53163629;53164650;Node_8;1021;316.964;43.3
Zone_3200;53164650;53165671;Node_8;1021;316.164;46.2
Zone_3201;53165671;53166692;Node_8;1021;315.399;44.8
Zone_3202;53166692;53167713;Node_8;1021;316.536;48.1
Zone_3203;53167713;53168734;Node_8;1021;316.116;42.3
Zone_3204;53168734;53169755;Node_8;1021;315.23;42.4
Zone_3205;53169755;53170776;Node_8;1021;314.444;44.0
Zone_3206;53170776;53171797;Node_8;1021;314.885;43.3
Zone_3207;53171797;53172818;Node_8;1021;314.676;46.6
Zone_3208;53172818;53173839;Node_8;1021;309.64;54.2
Zone_3209;53173839;53174860;Node_8;1021;315.761;50.9
Zone_3210;53174860;53175881;Node_8;1021;315.949;47.7
Zone_3211;53175881;53176902;Node_8;1021;314.05;47.0
Zone_3212;53176902;53177923;Node_8;1021;316.034;47.9
Zone_3213;53177923;53178944;Node_8;1021;316.954;44.1
Zone_3214;53178944;53179965;Node_8;1021;316.21;47.8
Zone_3215;53179965;53180986;Node_8;1021;315.388;51.7
Zone_3216;53180986;53182007;Node_8;1021;315.859;49.7
Zone_3217;53182007;53183028;Node_8;1021;317.787;46.7
Zone_3218;53183028;53184049;Node_8;1021;318.022;46.2
Zone_3219;53184049;53185070;Node_8;1021;319.139;44.7
Zone_3220;53185070;53186091;Node_8;1021;316.411;48.2
Zone_3221;53186091;53187112;Node_8;1021;315.252;44.9
Zone_3222;53187112;53188133;Node_8;1021;317.199;41.3
Zone_3223;53188133;53189154;Node_8;1021;315.243;45.8
Zone_3224;53189154;53190175;Node_8;1021;315.418;43.3
Zone_3225;53190175;53191196;Node_8;1021;316.448;51.9
Zone_3226;53191196;53192217;Node_8;1021;315.964;49.7
Zone_3227;53192217;53193238;Node_8;1021;316.154;44.7
Zone_3228;53193238;53194259;Node_8;1021;314.718;40.7
Zone_3229;53194259;53195280;Node_8;1021;316.473;42.3
Zone_3230;53195280;53196301;Node_8;1021;316.147;46.9
Zone_3231;53196301;53197322;Node_8;1021;314.475;59.0
Zone_3232;53197322;53198343;Node_8;1021;310.478;49.3
Zone_3233;53198343;53199364;Node_8;1021;314.75;46.2
Zone_3234;53199364;53200385;Node_8;1021;315.715;36.4
Zone_3235;53200385;53201406;Node_8;1021;316.231;42.5
Zone_3236;53201406;53202427;Node_8;1021;315.495;36.0
Zone_3237;53202427;53203448;Node_8;1021;313.493;40.4
Zone_3238;53203448;53204469;Node_8;1021;312.988;35.2
Zone_3239;53204469;53205490;Node_8;1021;316.8;44.0
Zone_3240;53205490;53206511;Node_8;1021;316.647;52.3
Zone_3241;53206511;53207532;Node_8;1021;316.198;44.4
Zone_3242;53207532;53208553;Node_8;1021;314.226;42.2
Zone_3243;53208553;53209574;Node_8;1021;316.611;41.3
Zone_3244;53209574;53210595;Node_8;1021;314.514;46.0
Zone_3245;53210595;53211616;Node_8;1021;314.912;50.4
Zone_3246;53211616;53212637;Node_8;1021;313.517;49.2
Zone_3247;53212637;53213658;Node_8;1021;314.914;44.9
Zone_3248;53213658;53214679;Node_8;1021;316.524;44.7
Zone_3249;53214679;53215700;Node_8;1021;315.989;44.9
Zone_3250;53215700;53216721;Node_8;1021;315.312;45.6
Zone_3251;53216721;53217742;Node_8;1021;314.675;46.1
Zone_3252;53217742;53218763;Node_8;1021;314.485;48.3
Zone_3253;53218763;53219784;Node_8;1021;316.053;45.0
Zone_3254;53219784;53220805;Node_8;1021;314.708;58.6
Zone_3255;53220805;53221826;Node_8;1021;314.959;48.7
Zone_3256;53221826;53222847;Node_8;1021;315.757;52.5
Zone_3257;53222847;53223868;Node_8;1021;316.133;41.8
Zone_3258;53223868;53224889;Node_8;1021;316.861;38.8
Zone_3259;53224889;53225910;Node_8;1021;314.829;48.1
Zone_3260;53225910;53226931;Node_8;1021;314.446;38.2
Zone_3261;53226931;53227952;Node_8;1021;315.136;36.8
Zone_3262;53227952;53228973;Node_8;1021;315.331;41.8
Zone_3263;53228973;53229994;Node_8;1021;315.281;46.0
Zone_3264;53229994;53231015;Node_8;1021;314.057;36.1
Zone_3265;53231015;53232036;Node_8;1021;313.466;31.7
Zone_3266;53232036;53233057;Node_8;1021;317.525;38.4
Zone_3267;53233057;53234078;Node_8;1021;315.413;40.4
Zone_3268;53234078;53235099;Node_8;1021;315.302;44.6
Zone_3269;53235099;53236120;Node_8;1021;315.2;37.6
Zone_3270;53236120;53237141;Node_8;1021;312.905;45.7
Zone_3271;53237141;53238162;Node_8;1021;313.723;50.6
Zone_3272;53238162;53239183;Node_8;1021;313.694;58.7
Zone_3273;53239183;53240204;Node_8;1021;314.784;47.3
Zone_3274;53240204;53241225;Node_8;1021;317.742;43.0
Zone_3275;53241225;53242246;Node_8;1021;318.537;41.3
Zone_3276;53242246;53243267;Node_8;1021;315.387;37.3
Zone_3277;53243267;53244288;Node_8;1021;314.53;39.0
Zone_3278;53244288;53245309;Node_8;1021;315.571;40.7
Zone_3279;53245309;53246330;Node_8;1021;315.406;41.0
Zone_3280;53246330;53247351;Node_8;1021;314.593;35.9
Zone_3281;53247351;53248372;Node_8;1021;313.887;40.2
Zone_3282;53248372;53249393;Node_8;1021;314.537;43.9
Zone_3283;53249393;53250414;Node_8;1021;315.174;48.2
Zone_3284;53250414;53251435;Node_8;1021;316.466;47.4
Zone_3285;53251435;53252456;Node_8;1021;317.206;43.1
Zone_3286;53252456;53253477;Node_8;1021;317.052;31.0
Zone_3287;53253477;53254498;Node_8;1021;313.659;42.6
Zone_3288;53254498;53255519;Node_8;1021;315.654;47.1
Zone_3289;53255519;53256540;Node_8;1021;315.493;41.2
Zone_3290;53256540;53257561;Node_8;1021;316.307;47.2
Zone_3291;53257561;53258582;Node_8;1021;316.472;43.7
Zone_3292;53258582;53259603;Node_8;1021;313.531;40.2
Zone_3293;53259603;53260624;Node_8;1021;315.358;46.3
Zone_3294;53260624;53261645;Node_8;1021;314.704;46.6
Zone_3295;53261645;53262666;Node_8;1021;315.534;50.5
Zone_3296;53262666;53263687;Node_8;1021;315.792;49.4
Zone_3297;53263687;53264708;Node_8;1021;316.158;53.0
Zone_3298;53264708;53265729;Node_8;1021;315.639;48.0
Zone_3299;53265729;53266750;Node_8;1021;314.969;54.6
Zone_3300;53266750;53267771;Node_8;1021;315.65;44.4
Zone_3301;53267771;53268792;Node_8;1021;315.267;45.5
Zone_3302;53268792;53269813;Node_8;1021;312.304;45.2
Zone_3303;53269813;53270834;Node_8;1021;316.744;47.5
Zone_3304;53270834;53271855;Node_8;1021;315.186;57.1
Zone_3305;53271855;53272876;Node_8;1021;313.208;56.4
Zone_3306;53272876;53273897;Node_8;1021;316.311;51.5
Zone_3307;53273897;53274918;Node_8;1021;315.585;56.6
Zone_3308;53274918;53275939;Node_8;1021;315.942;57.3
Zone_3309;53275939;53276960;Node_8;1021;316.988;63.2
Zone_3310;53276960;53277981;Node_8;1021;314.52;59.9
Zone_3311;53277981;53279002;Node_8;1021;314.845;51.6
Zone_3312;53279002;53280023;Node_8;1021;315.304;52.0
Zone_3313;53280023;53281044;Node_8;1021;312.885;55.8
Zone_3314;53281044;53282065;Node_8;1021;315.061;51.6
Zone_3315;53282065;53283086;Node_8;1021;316.023;49.4
Zone_3316;53283086;53284107;Node_8;1021;312.174;51.4
Zone_3317;53284107;53285128;Node_8;1021;313.679;49.9
Zone_3318;53285128;53286149;Node_8;1021;315.501;49.6
Zone_3319;53286149;53287170;Node_8;1021;314.83;47.8
Zone_3320;53287170;53288191;Node_8;1021;317.879;56.2
Zone_3321;53288191;53289212;Node_8;1021;315.069;56.0
Zone_3322;53289212;53290233;Node_8;1021;315.155;54.8
Zone_3323;53290233;53291254;Node_8;1021;316.249;53.9
Zone_3324;53291254;53292275;Node_8;1021;313.548;51.5
Zone_3325;53292275;53293296;Node_8;1021;315.344;51.4
Zone_3326;53293296;53294317;Node_8;1021;316.025;53.2
Zone_3327;53294317;53295338;Node_8;1021;316.342;55.5
Zone_3328;53295338;53296359;Node_8;1021;316.26;53.5
Zone_3329;53296359;53297380;Node_8;1021;315.313;57.1
Zone_3330;53297380;53298401;Node_8;1021;315.875;56.8
Zone_3331;53298401;53299422;Node_8;1021;315.076;59.6
Zone_3332;53299422;53300443;Node_8;1021;314.073;56.5
Zone_3333;53300443;53301464;Node_8;1021;316.806;59.4
Zone_3334;53301464;53302485;Node_8;1021;317.036;53.1
Zone_3335;53302485;53303506;Node_8;1021;315.196;53.0
Zone_3336;53303506;53304527;Node_8;1021;315.41;51.7
Zone_3337;53304527;53305548;Node_8;1021;315.05;55.5
Zone_3338;53305548;53306569;Node_8;1021;314.704;57.5
Zone_3339;53306569;53307590;Node_8;1021;314.422;56.4
Zone_3340;53307590;53308611;Node_8;1021;315.187;54.2
Zone_3341;53308611;53309632;Node_8;1021;315.774;55.7
Zone_3342;53309632;53310653;Node_8;1021;314.679;59.2
Zone_3343;53310653;53311674;Node_8;1021;314.564;60.9
Zone_3344;53311674;53312695;Node_8;1021;314.866;54.4
Zone_3345;53312695;53313716;Node_8;1021;316.609;57.3
Zone_3346;53313716;53314737;Node_8;1021;317.506;59.2
Zone_3347;53314737;53315758;Node_8;1021;315.704;56.9
Zone_3348;53315758;53316779;Node_8;1021;317.376;56.5
Zone_3349;53316779;53317800;Node_8;1021;315.549;60.2
Zone_3350;53317800;53318821;Node_8;1021;316.412;49.0
Zone_3351;53318821;53319842;Node_8;1021;315.99;54.8
Zone_3352;53319842;53320863;Node_8;1021;315.214;56.4
Zone_3353;53320863;53321884;Node_8;1021;315.858;57.8
Zone_3354;53321884;53322905;Node_8;1021;316.482;55.2
Zone_3355;53322905;53323926;Node_8;1021;314.93;53.3
Zone_3356;53323926;53324947;Node_8;1021;313.766;53.7
Zone_3357;53324947;53325968;Node_8;1021;315.264;48.5
Zone_3358;53325968;53326989;Node_8;1021;314.591;66.9
Zone_3359;53326989;53328010;Node_8;1021;315.046;70.5
Zone_3360;53328010;53329031;Node_8;1021;316.756;67.9
Zone_3361;53329031;53330052;Node_8;1021;315.369;54.8
Zone_3362;53330052;53331073;Node_8;1021;316.165;50.0
Zone_3363;53331073;53332094;Node_8;1021;314.016;49.1
Zone_3364;53332094;53333115;Node_8;1021;314.478;51.5
Zone_3365;53333115;53334136;Node_8;1021;315.296;43.3
Zone_3366;53334136;53335157;Node_8;1021;313.338;46.9
Zone_3367;53335157;53336178;Node_8;1021;313.585;34.3
Zone_3368;53336178;53337199;Node_8;1021;315.079;43.7
Zone_3369;53337199;53338220;Node_8;1021;313.733;41.5
Zone_3370;53338220;53339241;Node_8;1021;316.353;35.5
Zone_3371;53339241;53340262;Node_8;1021;314.808;51.2
Zone_3372;53340262;53341283;Node_8;1021;316.401;52.7
Zone_3373;53341283;53342304;Node_8;1021;314.798;55.0
Zone_3374;53342304;53343325;Node_8;1021;317.854;52.5
Zone_3375;53343325;53344346;Node_8;1021;315.631;51.8
Zone_3376;53344346;53345367;Node_8;1021;315.052;48.0
Zone_3377;53345367;53346388;Node_8;1021;315.692;50.7
Zone_3378;53346388;53347409;Node_8;1021;316.067;54.4
Zone_3379;53347409;53348430;Node_8;1021;315.499;45.2
Zone_3380;53348430;53349451;Node_8;1021;316.727;56.8
Zone_3381;53349451;53350472;Node_8;1021;313.899;51.6
Zone_3382;53350472;53351493;Node_8;1021;315.0;52.3
Zone_3383;53351493;53352514;Node_8;1021;314.086;37.4
Zone_3384;53352514;53353535;Node_8;1021;314.485;36.8
Zone_3385;53353535;53354556;Node_8;1021;314.196;34.0
Zone_3386;53354556;53355577;Node_8;1021;313.953;35.6
Zone_3387;53355577;53356598;Node_8;1021;314.093;35.7
Zone_3388;53356598;53357619;Node_8;1021;315.556;32.0
Zone_3389;53357619;53358640;Node_8;1021;314.647;28.7
Zone_3390;53358640;53359661;Node_8;1021;314.652;43.0
Zone_3391;53359661;53360682;Node_8;1021;313.944;53.7
Zone_3392;53360682;53361703;Node_8;1021;316.277;50.7
Zone_3393;53361703;53362724;Node_8;1021;315.8;54.4
Zone_3394;53362724;53363745;Node_8;1021;313.01;57.9
Zone_3395;53363745;53364766;Node_8;1021;313.923;45.7
Zone_3396;53364766;53365787;Node_8;1021;315.299;47.3
Zone_3397;53365787;53366808;Node_8;1021;313.548;52.5
Zone_3398;53366808;53367829;Node_8;1021;315.205;53.9
Zone_3399;53367829;53368850;Node_8;1021;312.977;56.1
Zone_3400;53368850;53369871;Node_8;1021;315.23;56.2
Zone_3401;53369871;53370892;Node_8;1021;314.666;58.2
Zone_3402;53370892;53371913;Node_8;1021;314.185;58.7
Zone_3403;53371913;53372934;Node_8;1021;316.83;55.3
Zone_3404;53372934;53373955;Node_8;1021;315.224;48.3
Zone_3405;53373955;53374976;Node_8;1021;315.263;39.4
Zone_3406;53374976;53375997;Node_8;1021;318.135;54.3
Zone_3407;53375997;53377018;Node_8;1021;314.573;58.9
Zone_3408;53377018;53378039;Node_8;1021;316.361;55.4
Zone_3409;53378039;53379060;Node_8;1021;315.674;50.7
Zone_3410;53379060;53380081;Node_8;1021;315.743;50.1
Zone_3411;53380081;53381102;Node_8;1021;315.156;48.2
Zone_3412;53381102;53382123;Node_8;1021;315.879;44.3
Zone_3413;53382123;53383144;Node_8;1021;316.511;48.3
Zone_3414;53383144;53384165;Node_8;1021;315.791;51.3
Zone_3415;53384165;53385186;Node_8;1021;315.703;49.3
Zone_3416;53385186;53386207;Node_8;1021;316.07;49.7
Zone_3417;53386207;53387228;Node_8;1021;317.144;45.2
Zone_3418;53387228;53388249;Node_8;1021;316.188;30.9
Zone_3419;53388249;53389270;Node_8;1021;315.939;40.5
Zone_3420;53389270;53390291;Node_8;1021;317.496;53.1
Zone_3421;53390291;53391312;Node_8;1021;314.536;53.5
Zone_3422;53391312;53392333;Node_8;1021;314.016;46.9
Zone_3423;53392333;53393354;Node_8;1021;315.539;53.2
Zone_3424;53393354;53394375;Node_8;1021;315.531;54.2
Zone_3425;53394375;53395396;Node_8;1021;314.084;43.5
Zone_3426;53395396;53396417;Node_8;1021;313.426;56.5
Zone_3427;53396417;53397438;Node_8;1021;314.927;51.8
Zone_3428;53397438;53398459;Node_8;1021;315.083;51.4
Zone_3429;53398459;53399480;Node_8;1021;315.933;44.6
Zone_3430;53399480;53400501;Node_8;1021;313.289;48.7
Zone_3431;53400501;53401522;Node_8;1021;318.358;47.2
Zone_3432;53401522;53402543;Node_8;1021;315.511;52.5
Zone_3433;53402543;53403564;Node_8;1021;315.548;55.4
Zone_3434;53403564;53404585;Node_8;1021;314.455;40.8
Zone_3435;53404585;53405606;Node_8;1021;315.624;42.8
Zone_3436;53405606;53406627;Node_8;1021;314.697;46.6
Zone_3437;53406627;53407648;Node_8;1021;319.291;55.4
Zone_3438;53407648;53408669;Node_8;1021;317.739;53.2
Zone_3439;53408669;53409690;Node_8;1021;318.529;63.1
Zone_3440;53409690;53410711;Node_8;1021;315.613;53.0
Zone_3441;53410711;53411732;Node_8;1021;316.077;43.6
Zone_3442;53411732;53412753;Node_8;1021;316.49;53.7
Zone_3443;53412753;53413774;Node_8;1021;315.559;48.8
Zone_3444;53413774;53414795;Node_8;1021;313.739;48.7
Zone_3445;53414795;53415816;Node_8;1021;316.086;52.3
Zone_3446;53415816;53416837;Node_8;1021;315.26;37.8
Zone_3447;53416837;53417858;Node_8;1021;315.703;44.7
Zone_3448;53417858;53418879;Node_8;1021;315.957;45.3
Zone_3449;53418879;53419900;Node_8;1021;314.763;36.3
Zone_3450;53419900;53420921;Node_8;1021;314.473;33.4
Zone_3451;53420921;53421942;Node_8;1021;317.023;37.6
Zone_3452;53421942;53422963;Node_8;1021;315.532;32.7
Zone_3453;53422963;53423984;Node_8;1021;316.011;36.8
Zone_3454;53423984;53425005;Node_8;1021;312.765;46.8
Zone_3455;53425005;53426026;Node_8;1021;311.18;50.7
Zone_3456;53426026;53427047;Node_9;1021;312.52;49.0
Zone_3457;53427047;53428068;Node_9;1021;310.771;44.6
Zone_3458;53428068;53429089;Node_9;1021;311.508;45.7
Zone_3459;53429089;53430110;Node_9;1021;311.915;42.5
Zone_3460;53430110;53431131;Node_9;1021;314.665;39.2
Zone_3461;53431131;53432152;Node_9;1021;314.32;36.8
Zone_3462;53432152;53433173;Node_9;1021;314.722;42.8
Zone_3463;53433173;53434194;Node_9;1021;311.296;47.9
Zone_3464;53434194;53435215;Node_9;1021;313.344;50.5
Zone_3465;53435215;53436236;Node_9;1021;316.11;41.3
Zone_3466;53436236;53437257;Node_9;1021;313.728;34.5
Zone_3467;53437257;53438278;Node_9;1021;314.691;36.1
Zone_3468;53438278;53439299;Node_9;1021;315.342;63.8
Zone_3469;53439299;53440320;Node_9;1021;314.449;60.7
Zone_3470;53440320;53441341;Node_9;1021;315.888;42.9
Zone_3471;53441341;53442362;Node_9;1021;316.011;37.1
Zone_3472;53442362;53443383;Node_9;1021;315.374;45.4
Zone_3473;53443383;53444404;Node_9;1021;314.363;46.1
Zone_3474;53444404;53445425;Node_9;1021;314.925;47.2
Zone_3475;53445425;53446446;Node_9;1021;315.052;43.5
Zone_3476;53446446;53447467;Node_9;1021;314.116;35.7
Zone_3477;53447467;53448488;Node_9;1021;313.76;39.4
Zone_3478;53448488;53449509;Node_9;1021;314.853;42.2
