Микро_Зона_ID;Координата_Старт;Координата_Конец;Родительский_3D_Узел;Букв_в_куске;Масса_Куска_(kDa);GC_Состав_%;Т_Плавления_(C);CpG_Островки_(шт);GC_Skew;AT_Skew;Индекс_Изгибаемости;Потенциал_Z_ДНК_%;Сродство_Нуклеосом_%;Жесткость_Точечная_(3-mer);Жесткость_Полувитка_(5-mer);Периодичность_Витка_(10-mer);Регуляторный_Профиль_(20-mer);Энергия_Деформации_(kT);Локальная_Гидрофобность;Микро_Заряд_Дебая
Zone_2922;52880812;52881833;Node_7;1021;"=""315.731""";"=""39.2""";"=""2842.0""";"=""8.0""";"=""0.045""";"=""-0.0048""";"=""0.0474""";"=""2.35""";"=""37.92""";"=""0.0465""";"=""0.045""";"=""37.92""";"=""38.93""";"=""0.303""";"=""321.251""";"=""10.537"""
Zone_2923;52881833;52882854;Node_7;1021;"=""313.406""";"=""40.3""";"=""2864.0""";"=""9.0""";"=""-0.1436""";"=""-0.2918""";"=""0.046""";"=""5.88""";"=""36.53""";"=""0.0451""";"=""0.0441""";"=""36.53""";"=""40.51""";"=""0.313""";"=""320.624""";"=""10.4594"""
Zone_2924;52882854;52883875;Node_7;1021;"=""313.993""";"=""42.4""";"=""2908.0""";"=""8.0""";"=""-0.0855""";"=""-0.2517""";"=""0.0465""";"=""3.13""";"=""35.54""";"=""0.0456""";"=""0.0441""";"=""35.54""";"=""42.68""";"=""0.312""";"=""320.823""";"=""10.479"""
Zone_2925;52883875;52884896;Node_7;1021;"=""316.22""";"=""50.3""";"=""3070.0""";"=""28.0""";"=""0.0623""";"=""0.0611""";"=""0.0493""";"=""1.96""";"=""25.15""";"=""0.0482""";"=""0.0442""";"=""25.15""";"=""50.65""";"=""0.311""";"=""322.007""";"=""10.5533"""
Zone_2926;52884896;52885917;Node_7;1021;"=""314.627""";"=""42.9""";"=""2918.0""";"=""20.0""";"=""0.0046""";"=""-0.3105""";"=""0.0465""";"=""3.92""";"=""33.76""";"=""0.0459""";"=""0.0441""";"=""33.76""";"=""43.18""";"=""0.313""";"=""320.951""";"=""10.5001"""
Zone_2927;52885917;52886938;Node_7;1021;"=""314.632""";"=""45.6""";"=""2974.0""";"=""20.0""";"=""-0.0343""";"=""-0.1856""";"=""0.0478""";"=""2.74""";"=""32.28""";"=""0.0468""";"=""0.0439""";"=""32.28""";"=""46.04""";"=""0.315""";"=""321.391""";"=""10.5003"""
Zone_2928;52886938;52887959;Node_7;1021;"=""315.359""";"=""37.9""";"=""2816.0""";"=""7.0""";"=""0.0233""";"=""-0.0694""";"=""0.0456""";"=""2.35""";"=""39.11""";"=""0.0447""";"=""0.0443""";"=""39.11""";"=""38.17""";"=""0.31""";"=""320.425""";"=""10.5246"""
Zone_2929;52887959;52888980;Node_7;1021;"=""315.946""";"=""40.0""";"=""2858.0""";"=""6.0""";"=""0.049""";"=""0.0571""";"=""0.0472""";"=""1.96""";"=""38.22""";"=""0.0462""";"=""0.0448""";"=""38.22""";"=""39.98""";"=""0.305""";"=""321.123""";"=""10.5441"""
Zone_2930;52888980;52890001;Node_7;1021;"=""314.426""";"=""40.8""";"=""2876.0""";"=""14.0""";"=""-0.0887""";"=""-0.0828""";"=""0.0462""";"=""2.35""";"=""38.12""";"=""0.0454""";"=""0.044""";"=""38.12""";"=""40.74""";"=""0.314""";"=""320.75""";"=""10.4934"""
Zone_2931;52890001;52891022;Node_7;1021;"=""313.499""";"=""43.3""";"=""2926.0""";"=""9.0""";"=""-0.1222""";"=""-0.3161""";"=""0.0464""";"=""2.35""";"=""35.45""";"=""0.0452""";"=""0.0433""";"=""35.45""";"=""42.69""";"=""0.322""";"=""320.652""";"=""10.4625"""
Zone_2932;52891022;52892043;Node_7;1021;"=""314.381""";"=""42.6""";"=""2912.0""";"=""15.0""";"=""-0.0437""";"=""-0.2423""";"=""0.0471""";"=""1.96""";"=""34.65""";"=""0.0462""";"=""0.0446""";"=""34.65""";"=""42.35""";"=""0.307""";"=""321.101""";"=""10.4919"""
Zone_2933;52892043;52893064;Node_7;1021;"=""316.046""";"=""47.5""";"=""3012.0""";"=""23.0""";"=""0.0639""";"=""0.0""";"=""0.049""";"=""4.7""";"=""28.61""";"=""0.048""";"=""0.0448""";"=""28.61""";"=""47.29""";"=""0.305""";"=""321.93""";"=""10.5475"""
Zone_2934;52893064;52894085;Node_7;1021;"=""316.004""";"=""46.4""";"=""2990.0""";"=""19.0""";"=""0.0886""";"=""-0.1042""";"=""0.0478""";"=""1.96""";"=""31.09""";"=""0.0467""";"=""0.0442""";"=""31.09""";"=""46.42""";"=""0.311""";"=""321.346""";"=""10.5461"""
Zone_2935;52894085;52895106;Node_7;1021;"=""315.73""";"=""40.0""";"=""2858.0""";"=""6.0""";"=""0.0833""";"=""-0.1223""";"=""0.0473""";"=""5.09""";"=""36.53""";"=""0.0463""";"=""0.0448""";"=""36.53""";"=""39.78""";"=""0.305""";"=""321.172""";"=""10.537"""
Zone_2936;52895106;52896127;Node_7;1021;"=""315.475""";"=""45.4""";"=""2970.0""";"=""11.0""";"=""0.0302""";"=""-0.088""";"=""0.0487""";"=""4.7""";"=""32.28""";"=""0.0478""";"=""0.0448""";"=""32.28""";"=""45.39""";"=""0.304""";"=""321.808""";"=""10.5284"""
Zone_2937;52896127;52897148;Node_7;1021;"=""315.309""";"=""47.4""";"=""3010.0""";"=""8.0""";"=""-0.0124""";"=""0.0019""";"=""0.0494""";"=""2.74""";"=""28.32""";"=""0.0483""";"=""0.0449""";"=""28.32""";"=""47.38""";"=""0.304""";"=""322.056""";"=""10.5229"""
Zone_2938;52897148;52898169;Node_7;1021;"=""314.531""";"=""48.2""";"=""3026.0""";"=""13.0""";"=""-0.0935""";"=""0.0095""";"=""0.0503""";"=""3.53""";"=""27.62""";"=""0.0491""";"=""0.045""";"=""27.62""";"=""48.35""";"=""0.303""";"=""322.429""";"=""10.4969"""
Zone_2939;52898169;52899190;Node_7;1021;"=""314.637""";"=""49.9""";"=""3060.0""";"=""28.0""";"=""-0.0609""";"=""-0.0781""";"=""0.0502""";"=""5.88""";"=""26.34""";"=""0.0489""";"=""0.0451""";"=""26.34""";"=""49.74""";"=""0.302""";"=""322.321""";"=""10.5005"""
Zone_2940;52899190;52900211;Node_7;1021;"=""315.595""";"=""45.6""";"=""2974.0""";"=""11.0""";"=""0.0129""";"=""0.0234""";"=""0.0482""";"=""4.31""";"=""29.9""";"=""0.047""";"=""0.0446""";"=""29.9""";"=""45.57""";"=""0.306""";"=""321.486""";"=""10.5324"""
Zone_2941;52900211;52901232;Node_7;1021;"=""316.308""";"=""38.0""";"=""2818.0""";"=""8.0""";"=""0.1134""";"=""0.0174""";"=""0.0457""";"=""1.96""";"=""41.09""";"=""0.0449""";"=""0.0447""";"=""41.09""";"=""37.99""";"=""0.305""";"=""320.54""";"=""10.5562"""
Zone_2942;52901232;52902253;Node_7;1021;"=""315.631""";"=""39.1""";"=""2840.0""";"=""5.0""";"=""0.0276""";"=""0.0096""";"=""0.0463""";"=""1.57""";"=""38.81""";"=""0.0453""";"=""0.0444""";"=""38.81""";"=""38.91""";"=""0.309""";"=""320.701""";"=""10.5336"""
Zone_2943;52902253;52903274;Node_7;1021;"=""314.671""";"=""41.2""";"=""2884.0""";"=""5.0""";"=""-0.0451""";"=""-0.1267""";"=""0.0465""";"=""0.78""";"=""36.04""";"=""0.0456""";"=""0.0447""";"=""36.04""";"=""41.41""";"=""0.306""";"=""320.836""";"=""10.5016"""
Zone_2944;52903274;52904295;Node_7;1021;"=""315.229""";"=""45.2""";"=""2966.0""";"=""20.0""";"=""0.039""";"=""-0.2165""";"=""0.0473""";"=""3.92""";"=""31.98""";"=""0.0466""";"=""0.0442""";"=""31.98""";"=""45.43""";"=""0.311""";"=""321.267""";"=""10.5202"""
Zone_2945;52904295;52905316;Node_7;1021;"=""315.058""";"=""55.8""";"=""3182.0""";"=""23.0""";"=""-0.0386""";"=""0.0155""";"=""0.0517""";"=""3.53""";"=""20.4""";"=""0.0505""";"=""0.0453""";"=""20.4""";"=""56.18""";"=""0.299""";"=""323.048""";"=""10.5145"""
Zone_2946;52905316;52906337;Node_7;1021;"=""314.916""";"=""49.7""";"=""3056.0""";"=""17.0""";"=""-0.0335""";"=""-0.0778""";"=""0.0503""";"=""1.96""";"=""24.46""";"=""0.0488""";"=""0.0451""";"=""24.46""";"=""49.61""";"=""0.301""";"=""322.257""";"=""10.5098"""
Zone_2947;52906337;52907358;Node_7;1021;"=""314.828""";"=""54.0""";"=""3144.0""";"=""16.0""";"=""-0.0236""";"=""-0.1745""";"=""0.0501""";"=""1.57""";"=""22.18""";"=""0.0488""";"=""0.0437""";"=""22.18""";"=""53.84""";"=""0.317""";"=""322.27""";"=""10.5068"""
Zone_2948;52907358;52908379;Node_7;1021;"=""316.26""";"=""52.1""";"=""3106.0""";"=""16.0""";"=""0.0301""";"=""0.2229""";"=""0.0503""";"=""3.13""";"=""23.17""";"=""0.049""";"=""0.0453""";"=""23.17""";"=""52.03""";"=""0.3""";"=""322.374""";"=""10.5546"""
Zone_2949;52908379;52909400;Node_7;1021;"=""316.454""";"=""44.1""";"=""2942.0""";"=""15.0""";"=""0.0356""";"=""0.282""";"=""0.0473""";"=""4.7""";"=""32.97""";"=""0.0463""";"=""0.0441""";"=""32.97""";"=""44.09""";"=""0.312""";"=""321.15""";"=""10.5611"""
Zone_2950;52909400;52910421;Node_7;1021;"=""316.251""";"=""37.4""";"=""2806.0""";"=""10.0""";"=""0.1152""";"=""-0.0016""";"=""0.0453""";"=""4.7""";"=""40.89""";"=""0.0446""";"=""0.0434""";"=""40.89""";"=""37.18""";"=""0.321""";"=""320.396""";"=""10.5543"""
Zone_2951;52910421;52911442;Node_7;1021;"=""315.553""";"=""50.5""";"=""3074.0""";"=""23.0""";"=""0.0""";"=""0.0495""";"=""0.0502""";"=""2.35""";"=""25.35""";"=""0.0491""";"=""0.045""";"=""25.35""";"=""50.44""";"=""0.303""";"=""322.414""";"=""10.531"""
Zone_2952;52911442;52912463;Node_7;1021;"=""314.512""";"=""52.5""";"=""3114.0""";"=""17.0""";"=""-0.0896""";"=""0.0103""";"=""0.0501""";"=""5.48""";"=""24.06""";"=""0.0489""";"=""0.0445""";"=""24.06""";"=""52.28""";"=""0.308""";"=""322.33""";"=""10.4963"""
Zone_2953;52912463;52913484;Node_7;1021;"=""313.126""";"=""45.4""";"=""2970.0""";"=""16.0""";"=""-0.2198""";"=""-0.0987""";"=""0.0485""";"=""6.27""";"=""30.79""";"=""0.0477""";"=""0.0449""";"=""30.79""";"=""45.18""";"=""0.304""";"=""321.775""";"=""10.45"""
Zone_2954;52913484;52914505;Node_7;1021;"=""316.124""";"=""49.4""";"=""3050.0""";"=""12.0""";"=""0.0714""";"=""-0.0135""";"=""0.0503""";"=""5.88""";"=""25.64""";"=""0.0494""";"=""0.0451""";"=""25.64""";"=""49.35""";"=""0.301""";"=""322.538""";"=""10.5501"""
Zone_2955;52914505;52915526;Node_7;1021;"=""313.051""";"=""52.1""";"=""3106.0""";"=""12.0""";"=""-0.2256""";"=""0.002""";"=""0.0507""";"=""5.88""";"=""23.56""";"=""0.0496""";"=""0.0452""";"=""23.56""";"=""51.94""";"=""0.3""";"=""322.626""";"=""10.4475"""
Zone_2956;52915526;52916547;Node_7;1021;"=""315.086""";"=""47.0""";"=""3002.0""";"=""11.0""";"=""-0.0458""";"=""0.0425""";"=""0.0503""";"=""1.96""";"=""28.91""";"=""0.049""";"=""0.045""";"=""28.91""";"=""47.16""";"=""0.302""";"=""322.35""";"=""10.5155"""
Zone_2957;52916547;52917568;Node_7;1021;"=""316.482""";"=""50.9""";"=""3082.0""";"=""20.0""";"=""0.0423""";"=""0.2655""";"=""0.0503""";"=""5.09""";"=""25.94""";"=""0.049""";"=""0.0447""";"=""25.94""";"=""50.97""";"=""0.306""";"=""322.383""";"=""10.562"""
Zone_2958;52917568;52918589;Node_7;1021;"=""315.586""";"=""42.6""";"=""2912.0""";"=""9.0""";"=""0.0161""";"=""0.0171""";"=""0.0477""";"=""5.48""";"=""34.65""";"=""0.0467""";"=""0.0441""";"=""34.65""";"=""42.76""";"=""0.312""";"=""321.32""";"=""10.5321"""
Zone_2959;52918589;52919610;Node_7;1021;"=""315.026""";"=""43.1""";"=""2922.0""";"=""10.0""";"=""-0.0455""";"=""0.0086""";"=""0.0481""";"=""6.66""";"=""33.86""";"=""0.0471""";"=""0.0448""";"=""33.86""";"=""43.41""";"=""0.305""";"=""321.523""";"=""10.5134"""
Zone_2960;52919610;52920631;Node_7;1021;"=""316.383""";"=""47.4""";"=""3010.0""";"=""12.0""";"=""0.0826""";"=""0.0652""";"=""0.0495""";"=""3.13""";"=""29.7""";"=""0.0485""";"=""0.0449""";"=""29.7""";"=""47.4""";"=""0.304""";"=""322.162""";"=""10.5587"""
Zone_2961;52920631;52921652;Node_7;1021;"=""314.905""";"=""60.6""";"=""3280.0""";"=""67.0""";"=""-0.0662""";"=""0.1294""";"=""0.054""";"=""7.84""";"=""18.32""";"=""0.053""";"=""0.0457""";"=""18.32""";"=""60.87""";"=""0.295""";"=""324.16""";"=""10.5094"""
Zone_2962;52921652;52922673;Node_7;1021;"=""315.192""";"=""49.2""";"=""3046.0""";"=""42.0""";"=""-0.012""";"=""-0.052""";"=""0.0487""";"=""9.01""";"=""28.61""";"=""0.0478""";"=""0.044""";"=""28.61""";"=""49.09""";"=""0.314""";"=""321.824""";"=""10.519"""
Zone_2963;52922673;52923694;Node_7;1021;"=""316.769""";"=""43.6""";"=""2932.0""";"=""10.0""";"=""0.1146""";"=""0.1319""";"=""0.0479""";"=""4.31""";"=""33.17""";"=""0.0471""";"=""0.0447""";"=""33.17""";"=""43.15""";"=""0.306""";"=""321.512""";"=""10.5716"""
Zone_2964;52923694;52924715;Node_7;1021;"=""315.102""";"=""45.6""";"=""2974.0""";"=""8.0""";"=""-0.0515""";"=""0.0667""";"=""0.0478""";"=""3.53""";"=""31.88""";"=""0.0469""";"=""0.0445""";"=""31.88""";"=""45.38""";"=""0.309""";"=""321.415""";"=""10.516"""
Zone_2965;52924715;52925736;Node_7;1021;"=""314.616""";"=""39.3""";"=""2844.0""";"=""5.0""";"=""-0.0374""";"=""-0.1677""";"=""0.0463""";"=""4.31""";"=""37.52""";"=""0.0455""";"=""0.0444""";"=""37.52""";"=""39.18""";"=""0.309""";"=""320.767""";"=""10.4997"""
Zone_2966;52925736;52926757;Node_7;1021;"=""316.473""";"=""46.1""";"=""2984.0""";"=""29.0""";"=""0.1253""";"=""-0.0509""";"=""0.0487""";"=""4.7""";"=""30.59""";"=""0.0479""";"=""0.0445""";"=""30.59""";"=""46.12""";"=""0.308""";"=""321.861""";"=""10.5618"""
Zone_2967;52926757;52927778;Node_7;1021;"=""313.971""";"=""59.9""";"=""3266.0""";"=""63.0""";"=""-0.0948""";"=""-0.1932""";"=""0.0534""";"=""8.23""";"=""17.52""";"=""0.0521""";"=""0.0453""";"=""17.52""";"=""59.96""";"=""0.299""";"=""323.756""";"=""10.4782"""
Zone_2968;52927778;52928799;Node_7;1021;"=""314.585""";"=""54.6""";"=""3156.0""";"=""44.0""";"=""-0.0664""";"=""-0.0647""";"=""0.0518""";"=""3.13""";"=""22.28""";"=""0.0507""";"=""0.0451""";"=""22.28""";"=""54.62""";"=""0.302""";"=""323.119""";"=""10.4987"""
Zone_2969;52928799;52929820;Node_7;1021;"=""315.612""";"=""45.2""";"=""2964.0""";"=""15.0""";"=""0.0586""";"=""-0.1357""";"=""0.048""";"=""3.92""";"=""32.48""";"=""0.0468""";"=""0.0441""";"=""32.48""";"=""45.21""";"=""0.313""";"=""321.395""";"=""10.533"""
Zone_2970;52929820;52930841;Node_7;1021;"=""314.553""";"=""41.5""";"=""2890.0""";"=""13.0""";"=""-0.0849""";"=""-0.0452""";"=""0.0474""";"=""3.92""";"=""35.45""";"=""0.0465""";"=""0.0444""";"=""35.45""";"=""41.44""";"=""0.309""";"=""321.251""";"=""10.4977"""
Zone_2971;52930841;52931862;Node_7;1021;"=""316.691""";"=""38.0""";"=""2818.0""";"=""2.0""";"=""0.1186""";"=""0.1374""";"=""0.0462""";"=""0.78""";"=""39.9""";"=""0.0455""";"=""0.0448""";"=""39.9""";"=""37.86""";"=""0.305""";"=""320.787""";"=""10.569"""
Zone_2972;52931862;52932883;Node_7;1021;"=""317.122""";"=""31.9""";"=""2694.0""";"=""6.0""";"=""0.1718""";"=""0.2086""";"=""0.0432""";"=""2.35""";"=""46.53""";"=""0.0427""";"=""0.0443""";"=""46.53""";"=""31.99""";"=""0.31""";"=""319.534""";"=""10.5834"""
Zone_2973;52932883;52933904;Node_7;1021;"=""316.632""";"=""35.7""";"=""2770.0""";"=""4.0""";"=""0.1484""";"=""0.0624""";"=""0.0452""";"=""0.78""";"=""41.68""";"=""0.0445""";"=""0.0444""";"=""41.68""";"=""35.45""";"=""0.309""";"=""320.316""";"=""10.567"""
Zone_2974;52933904;52934925;Node_7;1021;"=""314.811""";"=""37.2""";"=""2802.0""";"=""23.0""";"=""-0.0474""";"=""-0.0702""";"=""0.0439""";"=""2.35""";"=""42.28""";"=""0.0432""";"=""0.0432""";"=""42.28""";"=""36.79""";"=""0.323""";"=""319.74""";"=""10.5063"""
Zone_2975;52934925;52935946;Node_7;1021;"=""317.067""";"=""51.4""";"=""3092.0""";"=""33.0""";"=""0.1124""";"=""0.1976""";"=""0.0492""";"=""2.35""";"=""24.65""";"=""0.0482""";"=""0.044""";"=""24.65""";"=""51.76""";"=""0.313""";"=""322.018""";"=""10.5816"""
Zone_2976;52935946;52936967;Node_7;1021;"=""316.53""";"=""33.9""";"=""2734.0""";"=""5.0""";"=""0.1387""";"=""0.0696""";"=""0.0446""";"=""2.74""";"=""43.76""";"=""0.044""";"=""0.0448""";"=""43.76""";"=""34.16""";"=""0.305""";"=""320.104""";"=""10.5636"""
Zone_2977;52936967;52937988;Node_7;1021;"=""317.204""";"=""37.5""";"=""2808.0""";"=""3.0""";"=""0.2115""";"=""0.0721""";"=""0.0462""";"=""2.35""";"=""39.8""";"=""0.0453""";"=""0.0448""";"=""39.8""";"=""37.23""";"=""0.305""";"=""320.716""";"=""10.5861"""
Zone_2978;52937988;52939009;Node_7;1021;"=""314.083""";"=""38.2""";"=""2822.0""";"=""5.0""";"=""-0.1077""";"=""-0.1601""";"=""0.0468""";"=""6.27""";"=""38.91""";"=""0.0459""";"=""0.0449""";"=""38.91""";"=""38.24""";"=""0.303""";"=""320.962""";"=""10.482"""
Zone_2979;52939009;52940030;Node_7;1021;"=""314.891""";"=""42.6""";"=""2912.0""";"=""8.0""";"=""-0.0161""";"=""-0.1399""";"=""0.0475""";"=""3.13""";"=""32.77""";"=""0.0467""";"=""0.0446""";"=""32.77""";"=""42.59""";"=""0.306""";"=""321.331""";"=""10.509"""
Zone_2980;52940030;52941051;Node_7;1021;"=""315.248""";"=""45.2""";"=""2964.0""";"=""10.0""";"=""0.0065""";"=""-0.0893""";"=""0.0485""";"=""3.13""";"=""31.39""";"=""0.0474""";"=""0.0448""";"=""31.39""";"=""45.11""";"=""0.305""";"=""321.665""";"=""10.5209"""
Zone_2981;52941051;52942072;Node_7;1021;"=""315.635""";"=""41.5""";"=""2890.0""";"=""6.0""";"=""0.033""";"=""-0.0151""";"=""0.0477""";"=""3.53""";"=""33.96""";"=""0.0466""";"=""0.0444""";"=""33.96""";"=""41.6""";"=""0.31""";"=""321.302""";"=""10.5338"""
Zone_2982;52942072;52943093;Node_7;1021;"=""315.468""";"=""41.0""";"=""2880.0""";"=""13.0""";"=""0.0358""";"=""-0.0831""";"=""0.0459""";"=""4.31""";"=""37.13""";"=""0.0452""";"=""0.0438""";"=""37.13""";"=""41.27""";"=""0.316""";"=""320.65""";"=""10.5282"""
Zone_2983;52943093;52944114;Node_7;1021;"=""315.24""";"=""48.3""";"=""3028.0""";"=""19.0""";"=""0.0183""";"=""-0.1553""";"=""0.0488""";"=""1.96""";"=""27.52""";"=""0.0479""";"=""0.0445""";"=""27.52""";"=""48.47""";"=""0.308""";"=""321.89""";"=""10.5206"""
Zone_2984;52944114;52945135;Node_7;1021;"=""314.775""";"=""38.1""";"=""2820.0""";"=""13.0""";"=""-0.0231""";"=""-0.1487""";"=""0.0461""";"=""2.74""";"=""41.29""";"=""0.0454""";"=""0.0448""";"=""41.29""";"=""38.1""";"=""0.305""";"=""320.763""";"=""10.5051"""
Zone_2985;52945135;52946156;Node_7;1021;"=""315.593""";"=""43.0""";"=""2920.0""";"=""6.0""";"=""0.0524""";"=""-0.1031""";"=""0.0469""";"=""3.53""";"=""34.95""";"=""0.0459""";"=""0.0443""";"=""34.95""";"=""42.83""";"=""0.31""";"=""320.991""";"=""10.5324"""
Zone_2986;52946156;52947177;Node_7;1021;"=""315.531""";"=""44.5""";"=""2950.0""";"=""13.0""";"=""0.0088""";"=""0.0159""";"=""0.0476""";"=""4.31""";"=""33.76""";"=""0.0468""";"=""0.0437""";"=""33.76""";"=""44.14""";"=""0.317""";"=""321.353""";"=""10.5303"""
Zone_2987;52947177;52948198;Node_7;1021;"=""315.205""";"=""34.9""";"=""2754.0""";"=""5.0""";"=""0.0""";"=""-0.0526""";"=""0.0445""";"=""2.74""";"=""42.18""";"=""0.0436""";"=""0.0437""";"=""42.18""";"=""34.99""";"=""0.317""";"=""319.938""";"=""10.5194"""
Zone_2988;52948198;52949219;Node_7;1021;"=""315.35""";"=""34.1""";"=""2738.0""";"=""10.0""";"=""-0.0057""";"=""0.0104""";"=""0.0444""";"=""3.53""";"=""44.55""";"=""0.0439""";"=""0.0439""";"=""44.55""";"=""34.26""";"=""0.315""";"=""320.06""";"=""10.5243"""
Zone_2989;52949219;52950240;Node_7;1021;"=""316.151""";"=""40.3""";"=""2864.0""";"=""8.0""";"=""0.1046""";"=""-0.0361""";"=""0.047""";"=""3.13""";"=""36.83""";"=""0.0462""";"=""0.0449""";"=""36.83""";"=""40.03""";"=""0.304""";"=""321.114""";"=""10.551"""
Zone_2990;52950240;52951261;Node_7;1021;"=""315.738""";"=""41.5""";"=""2890.0""";"=""12.0""";"=""0.0802""";"=""-0.1256""";"=""0.0472""";"=""4.31""";"=""36.34""";"=""0.0464""";"=""0.0447""";"=""36.34""";"=""41.15""";"=""0.306""";"=""321.212""";"=""10.5372"""
Zone_2991;52951261;52952282;Node_7;1021;"=""314.711""";"=""41.0""";"=""2880.0""";"=""7.0""";"=""-0.0835""";"=""0.0066""";"=""0.0458""";"=""5.88""";"=""37.03""";"=""0.0451""";"=""0.0436""";"=""37.03""";"=""41.1""";"=""0.318""";"=""320.599""";"=""10.5029"""
Zone_2992;52952282;52953303;Node_7;1021;"=""314.994""";"=""34.6""";"=""2748.0""";"=""5.0""";"=""0.0425""";"=""-0.2216""";"=""0.0443""";"=""2.35""";"=""43.37""";"=""0.0437""";"=""0.044""";"=""43.37""";"=""34.87""";"=""0.314""";"=""319.958""";"=""10.5124"""
Zone_2993;52953303;52954324;Node_7;1021;"=""315.441""";"=""45.8""";"=""2978.0""";"=""11.0""";"=""-0.0085""";"=""0.0416""";"=""0.0476""";"=""2.74""";"=""32.08""";"=""0.0466""";"=""0.0437""";"=""32.08""";"=""46.2""";"=""0.317""";"=""321.28""";"=""10.5273"""
Zone_2994;52954324;52955345;Node_7;1021;"=""316.146""";"=""34.5""";"=""2746.0""";"=""3.0""";"=""0.125""";"=""-0.0314""";"=""0.0447""";"=""3.53""";"=""43.66""";"=""0.0441""";"=""0.0447""";"=""43.66""";"=""34.17""";"=""0.306""";"=""320.157""";"=""10.5508"""
Zone_2995;52955345;52956366;Node_7;1021;"=""316.608""";"=""39.1""";"=""2840.0""";"=""16.0""";"=""0.0677""";"=""0.2444""";"=""0.0457""";"=""2.35""";"=""37.43""";"=""0.045""";"=""0.0442""";"=""37.43""";"=""39.38""";"=""0.311""";"=""320.571""";"=""10.5663"""
Zone_2996;52956366;52957387;Node_7;1021;"=""314.918""";"=""39.3""";"=""2844.0""";"=""8.0""";"=""-0.0424""";"=""-0.0452""";"=""0.0462""";"=""2.35""";"=""39.31""";"=""0.0455""";"=""0.0443""";"=""39.31""";"=""39.43""";"=""0.31""";"=""320.77""";"=""10.5098"""
Zone_2997;52957387;52958408;Node_7;1021;"=""314.244""";"=""37.3""";"=""2804.0""";"=""6.0""";"=""-0.0761""";"=""-0.1906""";"=""0.0446""";"=""4.7""";"=""39.21""";"=""0.0437""";"=""0.044""";"=""39.21""";"=""37.07""";"=""0.313""";"=""319.978""";"=""10.4874"""
Zone_2998;52958408;52959429;Node_7;1021;"=""314.832""";"=""42.6""";"=""2912.0""";"=""20.0""";"=""0.0299""";"=""-0.314""";"=""0.0466""";"=""5.48""";"=""37.03""";"=""0.0458""";"=""0.044""";"=""37.03""";"=""42.48""";"=""0.314""";"=""320.931""";"=""10.507"""
Zone_2999;52959429;52960450;Node_7;1021;"=""313.663""";"=""41.8""";"=""2896.0""";"=""23.0""";"=""-0.1101""";"=""-0.2963""";"=""0.0461""";"=""2.74""";"=""35.84""";"=""0.0452""";"=""0.044""";"=""35.84""";"=""41.58""";"=""0.314""";"=""320.674""";"=""10.468"""
Zone_3000;52960450;52961471;Node_7;1021;"=""315.229""";"=""38.4""";"=""2826.0""";"=""8.0""";"=""0.0663""";"=""-0.2369""";"=""0.0481""";"=""12.14""";"=""41.19""";"=""0.0475""";"=""0.045""";"=""41.19""";"=""38.23""";"=""0.303""";"=""321.709""";"=""10.5202"""
Zone_3001;52961471;52962492;Node_7;1021;"=""315.03""";"=""39.7""";"=""2852.0""";"=""8.0""";"=""-0.0173""";"=""-0.0779""";"=""0.0472""";"=""1.18""";"=""37.13""";"=""0.0464""";"=""0.0449""";"=""37.13""";"=""39.66""";"=""0.304""";"=""321.212""";"=""10.5136"""
Zone_3002;52962492;52963513;Node_7;1021;"=""312.944""";"=""34.8""";"=""2752.0""";"=""3.0""";"=""-0.2845""";"=""-0.1321""";"=""0.0461""";"=""4.31""";"=""43.07""";"=""0.0453""";"=""0.0447""";"=""43.07""";"=""34.83""";"=""0.306""";"=""320.699""";"=""10.444"""
Zone_3003;52963513;52964534;Node_7;1021;"=""314.714""";"=""37.2""";"=""2802.0""";"=""13.0""";"=""-0.0211""";"=""-0.1732""";"=""0.0449""";"=""2.74""";"=""41.68""";"=""0.0442""";"=""0.0442""";"=""41.68""";"=""37.44""";"=""0.311""";"=""320.195""";"=""10.503"""
Zone_3004;52964534;52965555;Node_7;1021;"=""315.02""";"=""35.7""";"=""2770.0""";"=""11.0""";"=""-0.011""";"=""-0.0898""";"=""0.0447""";"=""2.74""";"=""42.67""";"=""0.0441""";"=""0.0443""";"=""42.67""";"=""35.81""";"=""0.31""";"=""320.164""";"=""10.5133"""
Zone_3005;52965555;52966576;Node_7;1021;"=""314.979""";"=""36.4""";"=""2786.0""";"=""7.0""";"=""0.0376""";"=""-0.2296""";"=""0.046""";"=""4.31""";"=""41.09""";"=""0.0453""";"=""0.0444""";"=""41.09""";"=""36.4""";"=""0.309""";"=""320.679""";"=""10.5119"""
Zone_3006;52966576;52967597;Node_7;1021;"=""316.363""";"=""44.4""";"=""2948.0""";"=""15.0""";"=""0.1082""";"=""-0.0106""";"=""0.0472""";"=""0.78""";"=""32.57""";"=""0.0463""";"=""0.044""";"=""32.57""";"=""44.38""";"=""0.313""";"=""321.139""";"=""10.5581"""
Zone_3007;52967597;52968618;Node_7;1021;"=""314.34""";"=""40.5""";"=""2868.0""";"=""9.0""";"=""-0.0605""";"=""-0.2007""";"=""0.0469""";"=""3.13""";"=""36.83""";"=""0.046""";"=""0.0449""";"=""36.83""";"=""40.59""";"=""0.303""";"=""320.995""";"=""10.4906"""
